Timestamp,Fossil_MW,Wind_MW,Solar_MW,Hydro_MW,Nuclear_MW,Total_Demand_MW
2024-01-13 22:00:00,2309.75,911.44,0.0,309.64,208.15,3925.94
2024-01-13 23:00:00,2482.33,973.45,0.0,296.56,196.97,4146.78
2024-01-14 00:00:00,2465.47,819.97,0.0,293.5,203.84,3971.92
2024-01-14 01:00:00,2403.79,1004.19,0.0,297.74,194.89,4095.63
2024-01-14 02:00:00,2386.81,874.72,0.0,292.34,202.15,3943.82
2024-01-14 03:00:00,2361.57,791.65,0.0,283.19,208.09,3826.73
2024-01-14 04:00:00,2260.24,727.37,0.0,285.59,206.04,3653.2
2024-01-14 05:00:00,2147.5,945.48,0.0,307.07,204.63,3784.91
2024-01-14 06:00:00,2055.68,626.85,0.0,307.63,190.81,3340.01
2024-01-14 07:00:00,2014.5,821.86,86.58,305.01,200.7,3600.09
2024-01-14 08:00:00,1851.23,818.2,167.28,307.83,195.44,3506.98
2024-01-14 09:00:00,1826.69,777.16,236.6,299.91,197.64,3504.89
2024-01-14 10:00:00,1703.6,961.13,289.82,289.14,194.54,3610.14
2024-01-14 11:00:00,1693.37,886.74,323.29,281.82,195.17,3549.4
2024-01-14 12:00:00,1579.79,789.27,334.74,305.77,204.93,3375.23
2024-01-14 13:00:00,1684.76,778.16,323.38,305.28,202.32,3458.59
2024-01-14 14:00:00,1704.83,957.78,289.97,293.91,191.75,3610.16
2024-01-14 15:00:00,1651.55,896.27,236.79,299.76,201.17,3449.82
2024-01-14 16:00:00,1754.08,798.94,167.46,305.07,199.82,3386.64
2024-01-14 17:00:00,1959.88,816.06,86.69,290.41,197.74,3518.33
2024-01-14 18:00:00,2020.96,653.68,0.0,311.67,192.93,3338.21
2024-01-14 19:00:00,2110.72,722.34,0.0,308.12,195.87,3503.89
2024-01-14 20:00:00,2208.55,758.29,0.0,314.35,204.64,3660.11
2024-01-14 21:00:00,2202.26,859.97,0.0,292.17,200.34,3732.47
2024-01-14 22:00:00,2272.12,837.21,0.0,301.2,200.88,3791.97
2024-01-14 23:00:00,2406.36,951.93,0.0,312.3,194.69,4058.55
2024-01-15 00:00:00,2383.75,873.71,0.0,289.0,196.34,3929.94
2024-01-15 01:00:00,2412.13,766.79,0.0,294.73,203.82,3861.34
2024-01-15 02:00:00,2441.69,810.13,0.0,312.28,201.06,3953.42
2024-01-15 03:00:00,2192.91,934.49,0.0,291.05,199.81,3799.17
2024-01-15 04:00:00,2250.79,939.99,0.0,282.58,195.65,3852.47
2024-01-15 05:00:00,2010.65,919.62,0.0,291.8,190.21,3582.89
2024-01-15 06:00:00,2092.46,857.01,0.0,290.89,201.31,3613.75
2024-01-15 07:00:00,1894.68,896.49,86.86,301.46,195.71,3543.96
2024-01-15 08:00:00,1773.4,820.41,167.82,289.95,194.97,3408.86
2024-01-15 09:00:00,1852.6,645.62,237.36,297.37,202.16,3396.85
2024-01-15 10:00:00,1594.86,735.73,290.74,281.8,197.6,3255.77
2024-01-15 11:00:00,1704.06,940.35,324.32,309.13,193.48,3644.92
2024-01-15 12:00:00,1749.17,868.01,335.81,296.6,208.59,3631.09
2024-01-15 13:00:00,1563.02,934.7,324.41,304.12,200.58,3493.17
2024-01-15 14:00:00,1633.41,786.03,290.9,284.32,201.19,3355.64
2024-01-15 15:00:00,1749.13,898.66,237.55,307.89,201.49,3564.45
2024-01-15 16:00:00,1819.09,865.46,167.99,288.94,202.19,3510.85
2024-01-15 17:00:00,1936.9,815.57,86.97,299.9,209.35,3516.13
2024-01-15 18:00:00,2014.06,852.92,0.0,286.66,194.72,3515.78
