iter	RMSE
313	0.01250225141
314	0.01249962593
315	0.01249524893
316	0.01249099025
317	0.0124881258
318	0.01248381204
319	0.01248097597
320	0.01247710416
321	0.01247219267
322	0.01246905406
323	0.01246606337
324	0.01246325283
325	0.01246054346
326	0.01245682901
327	0.01245381651
328	0.01245037579
329	0.0124469143
330	0.01244303207
331	0.01244026582
332	0.01243545896
333	0.01243361679
334	0.01243068262
335	0.01242902422
336	0.01242770172
337	0.01242450814
338	0.01242110254
339	0.01241773562
340	0.01241561329
341	0.01241166603
342	0.0124093118
343	0.01240564805
344	0.01240259523
345	0.01240032386
346	0.0123964967
347	0.01239201615
348	0.01238819922
349	0.01238675775
350	0.01238530144
351	0.01238287308
352	0.01237918185
353	0.01237559887
354	0.01237294998
355	0.01237020029
356	0.01236728858
357	0.01236464351
358	0.01236130253
359	0.01235867155
360	0.01235526382
361	0.01235263951
362	0.01235028683
363	0.01234605975
364	0.01234242627
365	0.01234039259
366	0.01233693904
367	0.012333983
368	0.01233044445
369	0.01232691655
370	0.01232475611
371	0.01232126341
372	0.01231884239
373	0.01231586197
374	0.01231282535
375	0.01230990675
376	0.01230782696
377	0.01230560201
378	0.01230230083
379	0.01229941002
380	0.01229654876
381	0.0122920344
382	0.01228871808
383	0.01228579367
384	0.01228426557
385	0.01228153933
386	0.01228008402
387	0.01227664106
388	0.01227453013
389	0.01227040053
390	0.01226777025
391	0.01226513385
392	0.01226174691
393	0.01225807136
394	0.01225619056
395	0.01225291882
396	0.0122506419
397	0.0122487915
398	0.01224569822
399	0.01224323709
400	0.01223953437
401	0.01223724305
402	0.01223319397
403	0.01223012124
404	0.01222697558
405	0.01222420475
406	0.01222085804
407	0.01221723963
408	0.01221365331
409	0.01221023343
410	0.01220729726
411	0.0122039126
412	0.01220223827
413	0.01219978068
414	0.01219685215
415	0.01219441617
416	0.01219234163
417	0.01218938526
418	0.01218729732
419	0.01218539314
420	0.01218311394
421	0.01218090637
422	0.0121798329
423	0.0121779135
424	0.01217494938
425	0.01217205816
426	0.01216983206
427	0.01216760834
428	0.01216496748
429	0.01216248206
430	0.0121597595
431	0.01215843621
432	0.01215626616
433	0.01215380131
434	0.0121514123
435	0.01214885861
436	0.01214676065
437	0.01214359105
438	0.01214165482
439	0.01213997626
440	0.01213840435
441	0.01213638414
442	0.01213455628
443	0.01213241414
444	0.01212989892
445	0.01212704438
446	0.01212470299
447	0.01212254468
448	0.01212050343
449	0.01211822375
450	0.01211555606
451	0.01211277595
452	0.01211062807
453	0.01210893629
454	0.012106449
455	0.0121038511
456	0.01210116564
457	0.01209898447
458	0.01209668442
459	0.01209358931
460	0.01209176872
461	0.01208985133
462	0.01208889092
463	0.01208590421
464	0.01208420861
465	0.01208227375
466	0.01207955906
467	0.0120771252
468	0.01207485445
469	0.01207214332
470	0.01206997235
471	0.01206788634
472	0.01206557348
473	0.01206361746
474	0.01206184842
475	0.01205976087
476	0.01205772586
477	0.01205609388
478	0.01205457417
479	0.01205351998
480	0.0120501649
481	0.01204837154
482	0.01204613113
483	0.01204440424
484	0.01204108229
485	0.01203960726
486	0.01203598356
487	0.01203374672
488	0.01203160165
489	0.01202944895
490	0.01202778057
491	0.01202526111
492	0.01202261913
493	0.0120206606
494	0.01201887748
495	0.0120176438
496	0.01201471533
497	0.01201285296
498	0.01201085419
499	0.0120084853
